,RAW,FREQ,FULL_NAME,ADDRESS,LOC_TYPE,STREET,CITY,STATE,ZIP,COUNTY_SYSTEM,STATUS,
2243,SCENE 3909 W. 3,1,,,,,,,,,,
2244,SCENE 3909 W. G,1,,,,,,,,,,
2245,SCENE 3913 W 14,1,,,,,,,,,,
2246,SCENE 392 PRAIR,1,,,,,,,,,,
2247,SCENE 3920 W. C,1,,,,,,,,,,
2248,SCENE 3921 S KE,1,,,,,,,,,,
2249,SCENE 3922 W AU,1,,,,,,,,,,
2250,SCENE 3923 W GL,1,,,,,,,,,,
2251,SCENE 3924 W. G,1,,,,,,,,,,
2252,SCENE 3928 BELM,1,,,,,,,,,,
2253,SCENE 3928 W. G,1,,,,,,,,,,
2254,SCENE 393 WOODV,1,,,,,,,,,,
2255,SCENE 3930 S. S,1,,,,,,,,,,
2256,SCENE 3936 S PR,1,,,,,,,,,,
2257,SCENE 3936 W. P,1,,,,,,,,,,
2258,SCENE 3938 W GR,1,,,,,,,,,,
2259,SCENE 3938 W JA,1,,,,,,,,,,
2260,SCENE 3938 W. 2,1,,,,,,,,,,
2261,SCENE 3938 W. F,1,,,,,,,,,,
2262,SCENE 3939 W MO,1,,,,,,,,,,
2263,SCENE 3940 W 30,1,,,,,,,,,,
2264,SCENE 3942 S FE,1,,,,,,,,,,
2265,SCENE 3945 N PU,1,,,,,,,,,,
2266,SCENE 3947 KEDZ,1,,,,,,,,,,
2267,SCENE 3947 S KE,1,,,,,,,,,,
2268,SCENE 3947 W GL,1,,,,,,,,,,
2269,SCENE 3947 W VA,1,,,,,,,,,,
2270,SCENE 3954 W. D,1,,,,,,,,,,
2271,SCENE 3955 W 49,1,,,,,,,,,,
2272,SCENE 3956 W CE,1,,,,,,,,,,
2273,SCENE 3957 W DI,1,,,,,,,,,,
2274,SCENE 3958 W MO,1,,,,,,,,,,
2275,SCENE 3960 W GR,1,,,,,,,,,,
2276,SCENE 3965 S. E,1,,,,,,,,,,
2277,SCENE 3965 W. G,1,,,,,,,,,,
2278,SCENE 398 N KEN,1,,,,,,,,,,
2279,SCENE 398 N KOS,1,,,,,,,,,,
2280,SCENE 399 YATES,1,,,,,,,,,,
2281,SCENE 40 E.101S,1,,,,,,,,,,
2282,SCENE 40 N. LOC,1,,,,,,,,,,
2283,SCENE 400 E. 95,1,,,,,,,,,,
2284,SCENE 400 GLADY,1,,,,,,,,,,
2285,SCENE 400 N. HE,1,,,,,,,,,,
2286,SCENE 400 SOUTH,1,,,,,,,,,,
2287,SCENE 400 W HER,1,,,,,,,,,,
2288,SCENE 4000 E 13,1,,,,,,,,,,
2289,SCENE 4000 E 34,1,,,,,,,,,,
2290,SCENE 4000 W WA,1,,,,,,,,,,
2291,SCENE 4001 W. A,1,,,,,,,,,,
2292,SCENE 4003 W WE,1,,,,,,,,,,
2293,SCENE 4005  S C,1,,,,,,,,,,
2294,SCENE 4005 N RI,1,,,,,,,,,,
2295,SCENE 4005 S. K,1,,,,,,,,,,
2296,SCENE 401 W 115,1,,,,,,,,,,
2297,SCENE 4012 W. F,1,,,,,,,,,,
2298,SCENE 4013 WEST,1,,,,,,,,,,
2299,SCENE 4016 S. P,1,,,,,,,,,,
2300,SCENE 4018 W MA,1,,,,,,,,,,
2301,SCENE 402 N AVE,1,,,,,,,,,,
2302,SCENE 4020 W PO,1,,,,,,,,,,
2303,SCENE 4020 W. W,1,,,,,,,,,,
2304,SCENE 4022 S ST,1,,,,,,,,,,
2305,SCENE 4024 N MO,1,,,,,,,,,,
2306,SCENE 4026 W CO,1,,,,,,,,,,
2307,SCENE 4026 W VA,1,,,,,,,,,,
2308,SCENE 4028 W CR,1,,,,,,,,,,
2309,SCENE 4029 W AR,1,,,,,,,,,,
2310,SCENE 4034 W. J,1,,,,,,,,,,
2311,SCENE 4036 W MO,1,,,,,,,,,,
2312,SCENE 4037 S FE,1,,,,,,,,,,
2313,SCENE 4039 W HI,1,,,,,,,,,,
2314,SCENE 404 W 79T,1,,,,,,,,,,
2315,SCENE 4042 W PO,1,,,,,,,,,,
2316,SCENE 4043 W HI,1,,,,,,,,,,
2317,SCENE 4045 W DI,1,,,,,,,,,,
2318,SCENE 4048 W. W,1,,,,,,,,,,
2319,SCENE 4049 WEST,1,,,,,,,,,,
2320,SCENE 405 W 57T,1,,,,,,,,,,
2321,SCENE 405 W 60T,1,,,,,,,,,,
2322,SCENE 4050 S PU,1,,,,,,,,,,
2323,SCENE 4051 S. R,1,,,,,,,,,,
2324,SCENE 4051 W HI,1,,,,,,,,,,
2325,SCENE 4056 W. H,1,,,,,,,,,,
2326,SCENE 4058 W. C,1,,,,,,,,,,
2327,SCENE 4058 W. N,1,,,,,,,,,,
2328,SCENE 406 YATES,1,,,,,,,,,,
2329,SCENE 4069 N. K,1,,,,,,,,,,
2330,SCENE 408 EAST,1,,,,,,,,,,
2331,SCENE 408 W 57T,1,,,,,,,,,,
2332,SCENE 409 W. 70,1,,,,,,,,,,
2333,SCENE 41 W 14TH,1,,,,,,,,,,
2334,SCENE 4100 W AD,1,,,,,,,,,,
2335,SCENE 4100 W KI,1,,,,,,,,,,
2336,SCENE 4101 SOUT,1,,,,,,,,,,
2337,SCENE 4102 W. 1,1,,,,,,,,,,
2338,SCENE 4105 W 15,1,,,,,,,,,,
2339,SCENE 4106 W JA,1,,,,,,,,,,
2340,SCENE 4109 W 16,1,,,,,,,,,,
2341,SCENE 4109 W 5T,1,,,,,,,,,,
2342,SCENE 411 W 79T,1,,,,,,,,,,
2343,SCENE 4110 W. C,1,,,,,,,,,,
2344,SCENE 4111 S KE,1,,,,,,,,,,
2345,SCENE 4112 GAGE,1,,,,,,,,,,
2346,SCENE 4115 N ST,1,,,,,,,,,,
2347,SCENE 412 S. KE,1,,,,,,,,,,
2348,SCENE 4120 S PR,1,,,,,,,,,,
2349,SCENE 4121 N CA,1,,,,,,,,,,
2350,SCENE 4121 S SA,1,,,,,,,,,,
2351,SCENE 4123 W. 6,1,,,,,,,,,,
2352,SCENE 4124 W 30,1,,,,,,,,,,
2353,SCENE 4128 N LE,1,,,,,,,,,,
2354,SCENE 4129 LAWN,1,,,,,,,,,,
2355,SCENE 4129 W VA,1,,,,,,,,,,
2356,SCENE 413 N HAR,1,,,,,,,,,,
2357,SCENE 4130 S. D,1,,,,,,,,,,
2358,SCENE 4130 W. 1,1,,,,,,,,,,
2359,SCENE 4132 W 26,1,,,,,,,,,,
2360,SCENE 4132 W. 1,1,,,,,,,,,,
2361,SCENE 4135 W 28,1,,,,,,,,,,
2362,SCENE 4137 W CE,1,,,,,,,,,,
2363,SCENE 4139 W KI,1,,,,,,,,,,
2364,SCENE 414 W. 14,1,,,,,,,,,,
2365,SCENE 4140 S. W,1,,,,,,,,,,
2366,SCENE 4141 W. N,1,,,,,,,,,,
2367,SCENE 4143 W DI,1,,,,,,,,,,
2368,SCENE 4144 W RO,1,,,,,,,,,,
2369,SCENE 4145 S. P,1,,,,,,,,,,
2370,SCENE 4147 N. W,1,,,,,,,,,,
2371,SCENE 415 S LOT,1,,,,,,,,,,
2372,SCENE 415 S. PU,1,,,,,,,,,,
2373,SCENE 4150 N MA,1,,,,,,,,,,
2374,SCENE 4153 N CE,1,,,,,,,,,,
2375,SCENE 4153 W. C,1,,,,,,,,,,
2376,SCENE 4158 W JA,1,,,,,,,,,,
2377,SCENE 416 CLYDE,1,,,,,,,,,,
2378,SCENE 416 E 66T,1,,,,,,,,,,
2379,SCENE 416 E. 63,1,,,,,,,,,,
2380,SCENE 4163 SUMT,1,,,,,,,,,,
2381,SCENE 417 MERRI,1,,,,,,,,,,
2382,SCENE 417 N HAR,1,,,,,,,,,,
2383,SCENE 418 W 117,1,,,,,,,,,,
2384,SCENE 419 25TH,1,,,,,,,,,,
2385,SCENE 420 N. AS,1,,,,,,,,,,
2386,SCENE 4200 S. P,1,,,,,,,,,,
2387,SCENE 4201 W WI,1,,,,,,,,,,
2388,SCENE 4203 S CH,1,,,,,,,,,,
2389,SCENE 4207 W 26,1,,,,,,,,,,
2390,SCENE 4207 W. F,1,,,,,,,,,,
2391,SCENE 4209 SOUT,1,,,,,,,,,,
2392,SCENE 421 E 69T,1,,,,,,,,,,
2393,SCENE 421 OSAGE,1,,,,,,,,,,
2394,SCENE 421 W 100,1,,,,,,,,,,
2395,SCENE 4210 W CE,1,,,,,,,,,,
2396,SCENE 422 E 134,1,,,,,,,,,,
2397,SCENE 422 E. 75,1,,,,,,,,,,
2398,SCENE 422 N LOC,1,,,,,,,,,,
2399,SCENE 422 W. MA,1,,,,,,,,,,
2400,SCENE 4221 LIND,1,,,,,,,,,,
2401,SCENE 4221 S WA,1,,,,,,,,,,
2402,SCENE 4224 S. C,1,,,,,,,,,,
2403,SCENE 4224 W OG,1,,,,,,,,,,
2404,SCENE 4224 W. J,1,,,,,,,,,,
2405,SCENE 4228 W 21,1,,,,,,,,,,
2406,SCENE 4228 W. 5,1,,,,,,,,,,
2407,SCENE 4230 S MA,1,,,,,,,,,,
2408,SCENE 4231 W CE,1,,,,,,,,,,
2409,SCENE 4233 W LA,1,,,,,,,,,,
2410,SCENE 4236 SOUT,1,,,,,,,,,,
2411,SCENE 4237 W TH,1,,,,,,,,,,
2412,SCENE 4239 W CE,1,,,,,,,,,,
2413,SCENE 4245 W AR,1,,,,,,,,,,
2414,SCENE 4245 W MO,1,,,,,,,,,,
2415,SCENE 4247 W PO,1,,,,,,,,,,
2416,SCENE 4248 N. H,1,,,,,,,,,,
2417,SCENE 425 N CEN,1,,,,,,,,,,
2418,SCENE 425 W. 79,1,,,,,,,,,,
2419,SCENE 4250 W GR,1,,,,,,,,,,
2420,SCENE 4256 S CO,1,,,,,,,,,,
2421,SCENE 4256 S TA,1,,,,,,,,,,
2422,SCENE 4257 S MI,1,,,,,,,,,,
2423,SCENE 4259 W VA,1,,,,,,,,,,
2424,SCENE 427 W. 61,1,,,,,,,,,,
2425,SCENE 428 N WES,1,,,,,,,,,,
2426,SCENE 429 ENGLE,1,,,,,,,,,,
2427,SCENE 429 W. 11,1,,,,,,,,,,
2428,SCENE 43 E 100T,1,,,,,,,,,,
2429,SCENE 43 WEST 2,1,,,,,,,,,,
2430,SCENE 430 N. PE,1,,,,,,,,,,
2431,SCENE 430 WEST,1,,,,,,,,,,
2432,SCENE 4300 S WE,1,,,,,,,,,,
2433,SCENE 4300 S. O,1,,,,,,,,,,
2434,SCENE 4300 S. S,1,,,,,,,,,,
2435,SCENE 4300 S. V,1,,,,,,,,,,
2436,SCENE 4300 W MA,1,,,,,,,,,,
2437,SCENE 4301 S. W,1,,,,,,,,,,
2438,SCENE 4303 S. H,1,,,,,,,,,,
2439,SCENE 4303 W VA,1,,,,,,,,,,
2440,SCENE 4308 W 25,1,,,,,,,,,,
2441,SCENE 4309 W 18,1,,,,,,,,,,
2442,SCENE 431 N. TR,1,,,,,,,,,,
2443,SCENE 4310 W 15,1,,,,,,,,,,
2444,SCENE 4311 W NO,1,,,,,,,,,,
2445,SCENE 4313 W. M,1,,,,,,,,,,
2446,SCENE 4316 W MA,1,,,,,,,,,,
2447,SCENE 4319 W 16,1,,,,,,,,,,
2448,SCENE 4321 S PA,1,,,,,,,,,,
2449,SCENE 4323 W MA,1,,,,,,,,,,
2450,SCENE 4326 S. P,1,,,,,,,,,,
2451,SCENE 4326 W 16,1,,,,,,,,,,
2452,SCENE 4327 W 18,1,,,,,,,,,,
2453,SCENE 4329 TROY,1,,,,,,,,,,
2454,SCENE 4329 W PA,1,,,,,,,,,,
2455,SCENE 433 N LAM,1,,,,,,,,,,
2456,SCENE 4330 W MA,1,,,,,,,,,,
2457,SCENE 4331 S. F,1,,,,,,,,,,
2458,SCENE 4331 W KI,1,,,,,,,,,,
2459,SCENE 4332 W WA,1,,,,,,,,,,
2460,SCENE 4333 N WE,1,,,,,,,,,,
2461,SCENE 4336 W CU,1,,,,,,,,,,
2462,SCENE 4337 S. A,1,,,,,,,,,,
2463,SCENE 4337 W GL,1,,,,,,,,,,
2464,SCENE 4340 W LA,1,,,,,,,,,,
2465,SCENE 4340 W. 8,1,,,,,,,,,,
2466,SCENE 4346 W. P,1,,,,,,,,,,
2467,SCENE 4348 W DI,1,,,,,,,,,,
2468,SCENE 435 E 71S,1,,,,,,,,,,
2469,SCENE 435 W 126,1,,,,,,,,,,
2470,SCENE 4353 W. H,1,,,,,,,,,,
2471,SCENE 4355 NORT,1,,,,,,,,,,
2472,SCENE 4357 W 25,1,,,,,,,,,,
2473,SCENE 4359 W. J,1,,,,,,,,,,
2474,SCENE 437 W 103,1,,,,,,,,,,
2475,SCENE 4372 W OG,1,,,,,,,,,,
2476,SCENE 438 W. 12,1,,,,,,,,,,
2477,SCENE 439 S SIB,1,,,,,,,,,,
2478,SCENE 44 N LATR,1,,,,,,,,,,
2479,SCENE 4400 S. P,1,,,,,,,,,,
2480,SCENE 4400 W AR,1,,,,,,,,,,
2481,SCENE 4400 W BE,1,,,,,,,,,,
2482,SCENE 4401 S AS,1,,,,,,,,,,
2483,SCENE 4401 W WR,1,,,,,,,,,,
2484,SCENE 4403 W GR,1,,,,,,,,,,
2485,SCENE 4404 NORT,1,,,,,,,,,,
2486,SCENE 4406 W MO,1,,,,,,,,,,
2487,SCENE 4408 W 16,1,,,,,,,,,,
2488,SCENE 4409 W TH,1,,,,,,,,,,
2489,SCENE 441 W 122,1,,,,,,,,,,
2490,SCENE 4410 S ST,1,,,,,,,,,,
2491,SCENE 4410 SOUT,1,,,,,,,,,,
2492,SCENE 4414 MICH,1,,,,,,,,,,
2493,SCENE 4426 N KE,1,,,,,,,,,,
2494,SCENE 4426 S. C,1,,,,,,,,,,
2495,SCENE 4430 SOUT,1,,,,,,,,,,
2496,SCENE 4434 W AD,1,,,,,,,,,,
2497,SCENE 4436 S.WE,1,,,,,,,,,,
2498,SCENE 4437 S PR,1,,,,,,,,,,
2499,SCENE 4437 W AD,1,,,,,,,,,,
2500,SCENE 4437 W CO,1,,,,,,,,,,
2501,SCENE 4438 W 5T,1,,,,,,,,,,
2502,SCENE 4438 W WE,1,,,,,,,,,,
2503,SCENE 444 E47TH,1,,,,,,,,,,
2504,SCENE 4441 W CO,1,,,,,,,,,,
2505,SCENE 4444 W WE,1,,,,,,,,,,
2506,SCENE 4445 W 5T,1,,,,,,,,,,
2507,SCENE 4445 W. 5,1,,,,,,,,,,
2508,SCENE 4452 S LE,1,,,,,,,,,,
2509,SCENE 4452 W 28,1,,,,,,,,,,
2510,SCENE 4453 N. C,1,,,,,,,,,,
2511,SCENE 4454 W. T,1,,,,,,,,,,
2512,SCENE 4455 W 45,1,,,,,,,,,,
2513,SCENE 4457 N DR,1,,,,,,,,,,
2514,SCENE 4457 W. I,1,,,,,,,,,,
2515,SCENE 4457 WEST,1,,,,,,,,,,
2516,SCENE 4459 S KE,1,,,,,,,,,,
2517,SCENE 4463 W LA,1,,,,,,,,,,
2518,SCENE 4500 S KI,1,,,,,,,,,,
2519,SCENE 4500 S ST,1,,,,,,,,,,
2520,SCENE 4500 S WH,1,,,,,,,,,,
2521,SCENE 4500 S. M,1,,,,,,,,,,
2522,SCENE 4500 W DI,1,,,,,,,,,,
2523,SCENE 4503 S. C,1,,,,,,,,,,
2524,SCENE 4510 S. M,1,,,,,,,,,,
2525,SCENE 4510 W 5T,1,,,,,,,,,,
2526,SCENE 4513 W JA,1,,,,,,,,,,
2527,SCENE 4514 N. S,1,,,,,,,,,,
2528,SCENE 4514 W. O,1,,,,,,,,,,
2529,SCENE 4525 S HA,1,,,,,,,,,,
2530,SCENE 4528 S ST,1,,,,,,,,,,
2531,SCENE 4529 W MO,1,,,,,,,,,,
2532,SCENE 453 E. 11,1,,,,,,,,,,
2533,SCENE 4530 S. I,1,,,,,,,,,,
2534,SCENE 4530 W MA,1,,,,,,,,,,
2535,SCENE 4531 SOUT,1,,,,,,,,,,
2536,SCENE 4531 W. C,1,,,,,,,,,,
2537,SCENE 4531 W. J,1,,,,,,,,,,
2538,SCENE 4534 S. O,1,,,,,,,,,,
2539,SCENE 4539 SOUT,1,,,,,,,,,,
2540,SCENE 454 W. 95,1,,,,,,,,,,
2541,SCENE 454 W118T,1,,,,,,,,,,
2542,SCENE 4540 W JA,1,,,,,,,,,,
2543,SCENE 4540 W. J,1,,,,,,,,,,
2544,SCENE 4542 N HA,1,,,,,,,,,,
2545,SCENE 4542 PRES,1,,,,,,,,,,
2546,SCENE 4547 N BR,1,,,,,,,,,,
2547,SCENE 4552 S LA,1,,,,,,,,,,
2548,SCENE 4558 S WO,1,,,,,,,,,,
2549,SCENE 4565 S CH,1,,,,,,,,,,
2550,SCENE 457 SUTHE,1,,,,,,,,,,
2551,SCENE 457 W. 89,1,,,,,,,,,,
2552,SCENE 458 N. SP,1,,,,,,,,,,
2553,SCENE 4600 MONR,1,,,,,,,,,,
2554,SCENE 4601 S WO,1,,,,,,,,,,
2555,SCENE 4606 S MO,1,,,,,,,,,,
2556,SCENE 4611 S GR,1,,,,,,,,,,
2557,SCENE 4611 W FU,1,,,,,,,,,,
2558,SCENE 4612 W SH,1,,,,,,,,,,
2559,SCENE 4612 W. 1,1,,,,,,,,,,
2560,SCENE 4614  NOR,1,,,,,,,,,,
2561,SCENE 4614 W OH,1,,,,,,,,,,
2562,SCENE 4615 W FI,1,,,,,,,,,,
2563,SCENE 4616 S EV,1,,,,,,,,,,
2564,SCENE 4619 N BR,1,,,,,,,,,,
2565,SCENE 4619 N. K,1,,,,,,,,,,
2566,SCENE 4630 W SH,1,,,,,,,,,,
2567,SCENE 4635 W. B,1,,,,,,,,,,
2568,SCENE 4639 W ER,1,,,,,,,,,,
2569,SCENE 4643 S. C,1,,,,,,,,,,
2570,SCENE 4645 S DR,1,,,,,,,,,,
2571,SCENE 4645 S HO,1,,,,,,,,,,
2572,SCENE 4645 W. 9,1,,,,,,,,,,
2573,SCENE 4648 W WA,1,,,,,,,,,,
2574,SCENE 4650 N MI,1,,,,,,,,,,
2575,SCENE 4650 W PO,1,,,,,,,,,,
2576,SCENE 4650 W. J,1,,,,,,,,,,
2577,SCENE 4656 W. S,1,,,,,,,,,,
2578,SCENE 4701 S  L,1,,,,,,,,,,
2579,SCENE 4702 S FO,1,,,,,,,,,,
2580,SCENE 4703 W AR,1,,,,,,,,,,
2581,SCENE 4703 W. 5,1,,,,,,,,,,
2582,SCENE 4706 W AR,1,,,,,,,,,,
2583,SCENE 4706 W GL,1,,,,,,,,,,
2584,SCENE 4708 S VI,1,,,,,,,,,,
2585,SCENE 4709 S. E,1,,,,,,,,,,
2586,SCENE 471 W 15T,1,,,,,,,,,,
2587,SCENE 4711 N MA,1,,,,,,,,,,
2588,SCENE 4717 N WI,1,,,,,,,,,,
2589,SCENE 4719 W VA,1,,,,,,,,,,
2590,SCENE 4720 N SP,1,,,,,,,,,,
2591,SCENE 4721 W OH,1,,,,,,,,,,
2592,SCENE 4722 W WE,1,,,,,,,,,,
2593,SCENE 4727 W MA,1,,,,,,,,,,
2594,SCENE 4728 W MA,1,,,,,,,,,,
2595,SCENE 4733 W WE,1,,,,,,,,,,
2596,SCENE 4735 W. W,1,,,,,,,,,,
2597,SCENE 4740 S. L,1,,,,,,,,,,
2598,SCENE 4740 W WA,1,,,,,,,,,,
2599,SCENE 4741 S AD,1,,,,,,,,,,
2600,SCENE 4741 WEST,1,,,,,,,,,,
2601,SCENE 4744 S PR,1,,,,,,,,,,
2602,SCENE 4745 W HA,1,,,,,,,,,,
2603,SCENE 4746 S AS,1,,,,,,,,,,
2604,SCENE 4747 S SH,1,,,,,,,,,,
2605,SCENE 4749 W FU,1,,,,,,,,,,
2606,SCENE 4750 S. F,1,,,,,,,,,,
2607,SCENE 4752 N WI,1,,,,,,,,,,
2608,SCENE 4752 W AD,1,,,,,,,,,,
2609,SCENE 4752 W GL,1,,,,,,,,,,
2610,SCENE 4753 N. S,1,,,,,,,,,,
2611,SCENE 4753 S FO,1,,,,,,,,,,
2612,SCENE 4755 W. M,1,,,,,,,,,,
2613,SCENE 4756 S MI,1,,,,,,,,,,
2614,SCENE 4759 W NO,1,,,,,,,,,,
2615,SCENE 4760 W BE,1,,,,,,,,,,
2616,SCENE 4800 S CH,1,,,,,,,,,,
2617,SCENE 4800 S TH,1,,,,,,,,,,
2618,SCENE 4801 N TR,1,,,,,,,,,,
2619,SCENE 4804 N. K,1,,,,,,,,,,
2620,SCENE 4806 N LA,1,,,,,,,,,,
2621,SCENE 4807 W GU,1,,,,,,,,,,
2622,SCENE 4810 S. M,1,,,,,,,,,,
2623,SCENE 4810 W WA,1,,,,,,,,,,
2624,SCENE 4815 W GE,1,,,,,,,,,,
2625,SCENE 4816 W CO,1,,,,,,,,,,
2626,SCENE 4816 W MO,1,,,,,,,,,,
2627,SCENE 4817 W. D,1,,,,,,,,,,
2628,SCENE 4818 W MO,1,,,,,,,,,,
2629,SCENE 4818 W. G,1,,,,,,,,,,
2630,SCENE 4819 S MA,1,,,,,,,,,,
2631,SCENE 4820 S MI,1,,,,,,,,,,
2632,SCENE 4821 N WI,1,,,,,,,,,,
2633,SCENE 4821 WEST,1,,,,,,,,,,
2634,SCENE 4822 W AU,1,,,,,,,,,,
2635,SCENE 4823 S JU,1,,,,,,,,,,
2636,SCENE 4824 SOUT,1,,,,,,,,,,
2637,SCENE 4826 W BE,1,,,,,,,,,,
2638,SCENE 4826 W RA,1,,,,,,,,,,
2639,SCENE 4827 W FE,1,,,,,,,,,,
2640,SCENE 4827 W ST,1,,,,,,,,,,
2641,SCENE 4828 N SH,1,,,,,,,,,,
2642,SCENE 4832 S. L,1,,,,,,,,,,
2643,SCENE 4833 S LO,1,,,,,,,,,,
2644,SCENE 4833 W43R,1,,,,,,,,,,
2645,SCENE 4834 W AR,1,,,,,,,,,,
2646,SCENE 4842 N KE,1,,,,,,,,,,
2647,SCENE 4843 W. 4,1,,,,,,,,,,
2648,SCENE 4845 N KA,1,,,,,,,,,,
2649,SCENE 4848 N WI,1,,,,,,,,,,
2650,SCENE 4848 S BI,1,,,,,,,,,,
2651,SCENE 4857 W HU,1,,,,,,,,,,
2652,SCENE 4858 S DR,1,,,,,,,,,,
2653,SCENE 4858 S VI,1,,,,,,,,,,
2654,SCENE 4865 N.,1,,,,,,,,,,
2655,SCENE 4867 N MI,1,,,,,,,,,,
2656,SCENE 49 E 148T,1,,,,,,,,,,
2657,SCENE 4900 S LO,1,,,,,,,,,,
2658,SCENE 4900 W 41,1,,,,,,,,,,
2659,SCENE 4900 W BE,1,,,,,,,,,,
2660,SCENE 4900 W SU,1,,,,,,,,,,
2661,SCENE 4901 SOUT,1,,,,,,,,,,
2662,SCENE 4902 W. T,1,,,,,,,,,,
2663,SCENE 4904 W. G,1,,,,,,,,,,
2664,SCENE 4907 N BE,1,,,,,,,,,,
2665,SCENE 4907 W. W,1,,,,,,,,,,
2666,SCENE 4910 S IN,1,,,,,,,,,,
2667,SCENE 4911 S WA,1,,,,,,,,,,
2668,SCENE 4915 N. T,1,,,,,,,,,,
2669,SCENE 4916 S. W,1,,,,,,,,,,
2670,SCENE 4918 W MA,1,,,,,,,,,,
2671,SCENE 4919 WEST,1,,,,,,,,,,
2672,SCENE 4921 N KE,1,,,,,,,,,,
2673,SCENE 4921 W. 2,1,,,,,,,,,,
2674,SCENE 4923 W CR,1,,,,,,,,,,
2675,SCENE 4925 W. M,1,,,,,,,,,,
2676,SCENE 4927 N TR,1,,,,,,,,,,
2677,SCENE 4928 W QU,1,,,,,,,,,,
2678,SCENE 4930 S. H,1,,,,,,,,,,
2679,SCENE 4930 W HU,1,,,,,,,,,,
2680,SCENE 4933 WEST,1,,,,,,,,,,
2681,SCENE 4935 W HU,1,,,,,,,,,,
2682,SCENE 4937 S IN,1,,,,,,,,,,
2683,SCENE 4937 W 14,1,,,,,,,,,,
2684,SCENE 4945 S HO,1,,,,,,,,,,
2685,SCENE 4945 W. F,1,,,,,,,,,,
2686,SCENE 4946 S WA,1,,,,,,,,,,
2687,SCENE 4947 S. F,1,,,,,,,,,,
2688,SCENE 4947 SOUT,1,,,,,,,,,,
2689,SCENE 4950 N MA,1,,,,,,,,,,
2690,SCENE 4958 S KA,1,,,,,,,,,,
2691,SCENE 4958 S PA,1,,,,,,,,,,
2692,SCENE 4958 S. R,1,,,,,,,,,,
2693,SCENE 4958 W 43,1,,,,,,,,,,
2694,SCENE 499 EAST,1,,,,,,,,,,
2695,SCENE 5 1/1 N C,1,,,,,,,,,,
2696,SCENE 5 1/2 NOR,1,,,,,,,,,,
2697,SCENE 5 S PARKS,1,,,,,,,,,,
2698,SCENE 5 W. WABA,1,,,,,,,,,,
2699,SCENE 50 W. 51S,1,,,,,,,,,,
2700,SCENE 500 E 33R,1,,,,,,,,,,
2701,SCENE 500 N. LA,1,,,,,,,,,,
2702,SCENE 500 S CEN,1,,,,,,,,,,
2703,SCENE 5000 S HO,1,,,,,,,,,,
2704,SCENE 5000 S IN,1,,,,,,,,,,
2705,SCENE 5001 S TA,1,,,,,,,,,,
2706,SCENE 5001 W NO,1,,,,,,,,,,
2707,SCENE 5004 S LE,1,,,,,,,,,,
2708,SCENE 5004 W 45,1,,,,,,,,,,
2709,SCENE 5007 W FU,1,,,,,,,,,,
2710,SCENE 5009 S PR,1,,,,,,,,,,
2711,SCENE 501 EAST,1,,,,,,,,,,
2712,SCENE 501 N TRO,1,,,,,,,,,,
2713,SCENE 501 NORTH,1,,,,,,,,,,
2714,SCENE 5012 W JA,1,,,,,,,,,,
2715,SCENE 5012 W. W,1,,,,,,,,,,
2716,SCENE 5016 S LO,1,,,,,,,,,,
2717,SCENE 5019 W BE,1,,,,,,,,,,
2718,SCENE 5020 MEAD,1,,,,,,,,,,
2719,SCENE 5023 S PR,1,,,,,,,,,,
2720,SCENE 5024 W BE,1,,,,,,,,,,
2721,SCENE 5028 W. 3,1,,,,,,,,,,
2722,SCENE 5028 WEST,1,,,,,,,,,,
2723,SCENE 5031 S IN,1,,,,,,,,,,
2724,SCENE 5031 SOUT,1,,,,,,,,,,
2725,SCENE 5032 W WA,1,,,,,,,,,,
2726,SCENE 5033 W. N,1,,,,,,,,,,
2727,SCENE 5033 WEST,1,,,,,,,,,,
2728,SCENE 5034 S EV,1,,,,,,,,,,
2729,SCENE 5035 S DR,1,,,,,,,,,,
2730,SCENE 5035 S MA,1,,,,,,,,,,
2731,SCENE 5035 W WA,1,,,,,,,,,,
2732,SCENE 5036 W. C,1,,,,,,,,,,
2733,SCENE 5039 S EV,1,,,,,,,,,,
2734,SCENE 5039 S MA,1,,,,,,,,,,
2735,SCENE 5039 S ST,1,,,,,,,,,,
2736,SCENE 5042 W. Q,1,,,,,,,,,,
2737,SCENE 5043 S MO,1,,,,,,,,,,
2738,SCENE 505 E 67T,1,,,,,,,,,,
2739,SCENE 5050 SOUT,1,,,,,,,,,,
2740,SCENE 5052 SOUT,1,,,,,,,,,,
2741,SCENE 5052 W AD,1,,,,,,,,,,
2742,SCENE 5053 N. K,1,,,,,,,,,,
2743,SCENE 5054 SOUT,1,,,,,,,,,,
2744,SCENE 5057 S WE,1,,,,,,,,,,
2745,SCENE 5058 S ST,1,,,,,,,,,,
2746,SCENE 506 W 117,1,,,,,,,,,,
2747,SCENE 506 W 60T,1,,,,,,,,,,
2748,SCENE 507 MINER,1,,,,,,,,,,
2749,SCENE 5070 SOUT,1,,,,,,,,,,
2750,SCENE 5086 W. M,1,,,,,,,,,,
2751,SCENE 51 W 15TH,1,,,,,,,,,,
2752,SCENE 51 W 68TH,1,,,,,,,,,,
2753,SCENE 51 WEST 1,1,,,,,,,,,,
2754,SCENE 510 STATE,1,,,,,,,,,,
2755,SCENE 510 W 60T,1,,,,,,,,,,
2756,SCENE 5100 S IN,1,,,,,,,,,,
